DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,GHG,Greenhouse gas (GHG),TONNE_CAP,Tonnes/capita,A,Annual,2012,,12.301,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,CO2,Carbon dioxide (CO2),MLN_TONNE,Million tonnes,A,Annual,2012,,12018.152128,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,LFPR,Labour force participation rate,25_64,25-64 years olds,PC_AGE,% in same age group,A,Annual,2012,,78.4674364283967,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,78.99,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHERSALARY,Teachers' salaries,LOWSRY_15YREXP,"Lower secondary,15 years' experience",IDX2010,2010=100,A,Annual,2012,,96.434337,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATE,Secondary graduation rate,P_SRY_NTRY,Post-secondary non-tertiary,PC,Percentage,A,Annual,2012,,4.651,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CHLDCARECOST,Net childcare costs,COUPL_67PC_AVEWAGE,"Couple, 67% of average wage",PC_AVEWAGE,% of average wage,A,Annual,2012,,15,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CHLDCARECOST,Net childcare costs,SNGL_67PC_AVEWAGE,"Single, 67% of average wage",PC_AVEWAGE,% of average wage,A,Annual,2012,,11,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FINDISINWORK,Financial disincentive to return to work,AVEWAGE,Earning average wage,PC_EARN,% of earnings,A,Annual,2012,,68.1,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2012,,12.9,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PPI,Producer price indices (PPI),DOMESTIC,"Manufacturing, domestic market",IDX2015,2015=100,A,Annual,2012,,101.6767,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,A,Annual,2012,,96.05177,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,SOYBEAN,Soybean,TONNE_HA,Tonnes/hectare,A,Annual,2012,,2.687,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TRADEGOODSERV,Trade in goods and services,IMP,Imports,PC_GDP,% of GDP,A,Annual,2012,,28.9990766030426,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXREV,Tax revenue,TOT,Total,MLN_USD,Million US dollars,A,Annual,2012,,377.591,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,15_64,15-64 year-olds,PC_AGE,% in same age group,A,Annual,2012,,70.8661264061739,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADESERV,Trade in services,NTRADE,Net trade,MLN_USD,Million US dollars,A,Annual,2012,,437229.4,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,5.1774946,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,POP,Population,TOT,Total,MLN_PER,Million persons,A,Annual,2012,,1306.71577343051,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FBORNEMP,Foreign-born employment,TOT,Total,PC_FBORNPOP,% of foreign-born population,A,Annual,2012,,64,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),A,Annual,2012,,1.856714,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,NBORNEMP,Native-born employment,MEN,Men,PC_NBORNPOP,% of native-born population,A,Annual,2012,,72,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGCOST,Government production costs,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,22.72,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,GRALPUBSER,General public services,PC,Percentage,A,Annual,2012,,29.34,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,RECULTREL,"Recreation, culture and religion",PC,Percentage,A,Annual,2012,,1.83,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,15_24,15-24 year-olds,PC_AGE,% in same age group,A,Annual,2012,,47.4462178929684,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PUBEXPINCAPACITY,Public spending on incapacity,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,2.03,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,TELECOMMS,Telecommunications,RESTR,0 = open	 1 = closed,A,Annual,2012,,0.093,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open	 1 = closed,A,Annual,2012,,0.062,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,PISAREAD,Reading performance (PISA),GIRL,Girls,MEANSCORE,Mean score,A,Annual,2012,,515.427,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PRYENRGSUPPLY,Primary energy supply,TOT,Total,TOE_1000USD,Toe/1 000 US dollars,A,Annual,2012,,0.105,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,OTH,Other,NBR,Number,A,Annual,2012,,2005425,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXP,Education spending,PRY_NTRY,Primary to post-secondary non-tertiary,USD_STUDENT,US dollars/student,A,Annual,2012,,8648.972,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GDPCAPCONTR,Labour productivity and utilisation,LPRDTY,Labour productivity,AGRWTH,Annual growth rate (%),A,Annual,2012,,0.630093,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,WHEAT,Wheat,THND_HA,Thousand hectares,A,Annual,2012,,76939.108,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,URBANPOP,Urban population by city size,LMETROP,Large metropolitan areas,PC,Percentage,A,Annual,2012,,49.67,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,PRIV,Private,PC_EDUEXP,% of education spending,A,Annual,2012,,28.5591,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,INTERNET,Internet access,TOT,Total,PC_HH,% of all households,A,Annual,2012,,73.5698803405263,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,GRALPUBSER,General public services,PC,Percentage,A,Annual,2012,,24.08,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,SOCPROT,Social protection,PC,Percentage,A,Annual,2012,,28.27,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXPROPERTY,Tax on property,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,1.711,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXINCOME,Tax on personal income,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,7.522,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ICTGOODSEXP,ICT goods exports,TOT,Total,MLN_USD,Million US dollars,A,Annual,2012,,680690,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GDINSURANCEPREM,Gross direct insurance premiums,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2012,,3083.876,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PLI,Price level indices,TOT,Total,OECDIDX,OECD=100,A,Annual,2012,,100,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MEATCONSUMP,Meat consumption,PIG,Pork meat,KG_CAP,Kilograms/capita,A,Annual,2012,,21.583,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PENSIONEXP,Pension spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2012,,7.768,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDISTOCK,FDI stocks,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2012,,37.546968558946,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDISTOCK,FDI stocks,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2012,,30.479640542315,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,A,Annual,2012,,253955,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,A,Annual,2012,,577338.5,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,CO2,Carbon dioxide (CO2),TONNE_CAP,Tonnes/capita,A,Annual,2012,,9.19,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,SOX,Sulphur oxides (SOx),THND_TONNE,Thousand tonnes,A,Annual,2012,,15323.22,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,NOX,Nitrogen oxides (NOx),THND_TONNE,Thousand tonnes,A,Annual,2012,,29605.5,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,TSE,Total support (TSE),PC_GDP,% of GDP,A,Annual,2012,,0.7448893001,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGREV,General government revenue,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2020,,20064.48,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADESERV,Trade in services,EXP,Exports,MLN_USD,Million US dollars,A,Annual,2020,,3758325,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,NPENSION,Net pension replacement rates,MEN,Men,PC_PRERETEARN,% of pre-retirement earnings,A,Annual,2020,,62.4,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGCOST,Government production costs,OTH,Other,PC_GDP,% of GDP,A,Annual,2020,,2.93,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,55_64,55-64 year-olds,PC_AGE,% in same age group,A,Annual,2020,,63.6736551162174,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EMPEDU,Employment by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,74.694612,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,CABLE,Cable,100HAB,Per 100 inhabitants,A,Annual,2020,,11.236,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,CSE,Consumer support (CSE),MLN_EUR,Million Euros,A,Annual,2020,,-48240.32937,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MEATCONSUMP,Meat consumption,PIG,Pork meat,THND_TONNE,Thousand tonnes,A,Annual,2020,,40853.268,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,RICE,Rice,THND_HA,Thousand hectares,A,Annual,2020,,4747.261,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,CSE,Consumer support (CSE),PC_AGRCONSUMP,% of agricultural consumption,A,Annual,2020,,-5.129370101,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,9.187,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WIRELESSWIRED,Mobile broadband subscriptions,TOT,Total,100HAB,Per 100 inhabitants,A,Annual,2020,,118.463,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXCORP,Tax on corporate profits,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,2.774,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXPROPERTY,Tax on property,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2020,,5.647,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDIFLOW,FDI flows,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2020,,0.82367432265176,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDIFLOW,FDI flows,INWARD,Inward,MLN_USD,Million US dollars,A,Annual,2020,,375328.51090548,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,CO2,Carbon dioxide (CO2),MLN_TONNE,Million tonnes,A,Annual,2020,,10283.68418,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,LFPR,Labour force participation rate,25_64,25-64 years olds,PC_AGE,% in same age group,A,Annual,2020,,80.2167625980776,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,93.35,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHERSALARY,Teachers' salaries,LOWSRY_15YREXP,"Lower secondary,15 years' experience",IDX2010,2010=100,A,Annual,2020,,107.05432,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,ENROLMENT,Enrolment rate in secondary and tertiary education,AGE_18,18 year-olds,PC_AGE,% in same age group,A,Annual,2020,,75.735,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,ENROLMENT,Enrolment rate in secondary and tertiary education,AGE_17,17 year-olds,PC_AGE,% in same age group,A,Annual,2020,,89.789,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATEFIELD,Tertiary graduates by field,SOC_SCI,Social sciences,PC,Percentage,A,Annual,2020,,10.126,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATEFIELD,Tertiary graduates by field,ENGINEERING,Engineering,PC,Percentage,A,Annual,2020,,13.858,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHER,Teachers by age,PRY_LT30,"Primary, under 30 years",PC,Percentage,A,Annual,2020,,13.009,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHER,Teachers by age,PRY_50_OVER,"Primary, 50 years and over",PC,Percentage,A,Annual,2020,,34.154,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,ENROLMENT,Enrolment rate in secondary and tertiary education,AGE_19,19 year-olds,PC_AGE,% in same age group,A,Annual,2020,,60.911,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,30.4,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATETRY,Tertiary graduation rate,BACHR_MEN,"Bachelor's or equivalent level, men",PC,Percentage,A,Annual,2020,,25.034,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATETRY,Tertiary graduation rate,TRY,Tertiary,PC,Percentage,A,Annual,2020,,37.819,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATETRY,Tertiary graduation rate,MSTR_WOMEN,"Master's or equivalent level, women",PC,Percentage,A,Annual,2020,,16.876,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATE,Secondary graduation rate,P_SRY_NTRY,Post-secondary non-tertiary,PC,Percentage,A,Annual,2020,,4.113,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FINDISINWORK,Financial disincentive to return to work,AVEWAGE,Earning average wage,PC_EARN,% of earnings,A,Annual,2020,,70.7,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,STUDPERTEACHER,Students per teaching staff,PRY,Primary,RT,Ratio,A,Annual,2020,,14.758,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2020,,27.782,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,HOUSECOST,Housing prices,PRICERENT,Price to rent ratio,IDX2015,2015=100,A,Annual,2020,,115.032293465348,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PPI,Producer price indices (PPI),DOMESTIC,"Manufacturing, domestic market",IDX2015,2015=100,A,Annual,2020,,107.8645,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,SOYBEAN,Soybean,TONNE_HA,Tonnes/hectare,A,Annual,2020,,3.338,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXREV,Tax revenue,TOT,Total,MLN_USD,Million US dollars,A,Annual,2020,,431.148,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,15_64,15-64 year-olds,PC_AGE,% in same age group,A,Annual,2020,,71.4551238687241,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADESERV,Trade in services,NTRADE,Net trade,MLN_USD,Million US dollars,A,Annual,2020,,479568.9,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2020,,4.6543933,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,NPENSIONWEALTH,Net pension wealth,MEN,Men,MULTAGEARN,Multiple of annual gross earnings,A,Annual,2020,,11.3,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,POP,Population,TOT,Total,MLN_PER,Million persons,A,Annual,2020,,1371.22816721647,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TEMPEMP,Temporary employment,65MORE,65 year-olds or more,PC_DEPEMP,% of dependent employment,A,Annual,2020,,16.56,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),A,Annual,2020,,1.697804,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGCOST,Government production costs,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,23.86,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,TRY,Tertiary,PC_TEACHER,% of teachers,A,Annual,2020,,46.28,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,PRY,Primary,PC_TEACHER,% of teachers,A,Annual,2020,,84.891,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,15_24,15-24 year-olds,PC_AGE,% in same age group,A,Annual,2020,,45.8887151781366,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,ELECTRICITY,Electricity,RESTR,0 = open	 1 = closed,A,Annual,2020,,0.114,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open	 1 = closed,A,Annual,2020,,0.06,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PRYENRGSUPPLY,Primary energy supply,TOT,Total,TOE_1000USD,Toe/1 000 US dollars,A,Annual,2020,,0.089,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,OTH,Other,NBR,Number,A,Annual,2020,,12057261,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXP,Education spending,PRY_NTRY,Primary to post-secondary non-tertiary,USD_STUDENT,US dollars/student,A,Annual,2020,,11351.524,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GDPCAPCONTR,Labour productivity and utilisation,LPRDTY,Labour productivity,AGRWTH,Annual growth rate (%),A,Annual,2020,,3.778347,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,WHEAT,Wheat,THND_HA,Thousand hectares,A,Annual,2020,,71277.298,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,PRIV,Private,PC_EDUEXP,% of education spending,A,Annual,2020,,30.39139,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXPROPERTY,Tax on property,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,1.856,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXINCOME,Tax on personal income,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,8.329,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ELECTRICITY,Electricity generation,TOT,Total,GWH,Gigawatt-hours,A,Annual,2020,,10490220.295,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PLI,Price level indices,TOT,Total,OECDIDX,OECD=100,A,Annual,2020,,100,,A,,,,,,,	
